Country,Event,Event Link,Event Logo,Country Link,Country Logo,Artist,Artist Link,Song,Song Link,Flag
Andorra,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/andorra,https://static.eurovision.tv/hb-cgi/images/8d9389ed-81c5-443e-8983-5833449c844c.svg,Gisela,https://eurovision.tv/participant/gisela,Casanova,https://www.youtube.com/watch?v=C_JJ3wukPpI,1
Armenia,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/armenia,https://static.eurovision.tv/hb-cgi/images/8d93896f-fd4c-4afe-bd6e-9caaab1fde55.svg,Sirusho,https://eurovision.tv/participant/sirusho,"Qele, Qele",https://www.youtube.com/watch?v=bridO-wD7c8,1
Azerbaijan,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/azerbaijan,https://static.eurovision.tv/hb-cgi/images/8d93895b-f5a2-40c3-8e80-ccb3100837fb.svg,Elnur & Samir,https://eurovision.tv/participant/elnur-samir,Day After Day,https://www.youtube.com/watch?v=6OGVL_9P5fw,1
Belarus,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/belarus,https://static.eurovision.tv/hb-cgi/images/8d9388bf-2507-4a4e-be3c-b3c5d0e6180f.svg,Ruslan Alehno,https://eurovision.tv/participant/ruslan-alehno,Hasta La Vista,https://www.youtube.com/watch?v=OukcLuP96S0,1
Belgium,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,Ishtar,https://eurovision.tv/participant/ishtar,O Julissi,https://www.youtube.com/watch?v=X5F8ZNMCRB4,1
Bosnia & Herzegovina,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/bosnia-herzegovina,https://static.eurovision.tv/hb-cgi/images/915c46b4-e671-4ecf-ac95-0b989830e10f.svg,Laka,https://eurovision.tv/participant/laka,Pokušaj,https://www.youtube.com/watch?v=kIRDbmpC2PI,1
Bulgaria,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/bulgaria,https://static.eurovision.tv/hb-cgi/images/8d9388c1-04f7-4d41-818d-6d3bacf4253a.svg,Deep Zone & Balthazar,https://eurovision.tv/participant/deep-zone-balthazar,"DJ, Take Me Away",https://www.youtube.com/watch?v=9_VNhF_VXt0,1
Croatia,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/croatia,https://static.eurovision.tv/hb-cgi/images/8d93887c-4206-405c-bcf9-2f15ab74d1ac.svg,Kraljevi Ulice & 75 Cents,https://eurovision.tv/participant/kraljevi-ulice-75-cents,Romanca,https://www.youtube.com/watch?v=hcz-GO4ujbA,1
Cyprus,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/cyprus,https://static.eurovision.tv/hb-cgi/images/8d9388bc-39b2-4c25-ac07-51f9e63967c0.svg,Evdokia Kadi,https://eurovision.tv/participant/evdokia-kadi,Femme Fatale,https://www.youtube.com/watch?v=6m2HZD3eXfI,1
Czech Republic,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/czech-republic,https://static.eurovision.tv/hb-cgi/images/8d9388b8-1024-4996-b07f-f858b38d5a4d.svg,Tereza Kerndlová,https://eurovision.tv/participant/tereza-kerndlova,Have Some Fun,https://www.youtube.com/watch?v=SK4XFx8YId0,1
Denmark,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/denmark,https://static.eurovision.tv/hb-cgi/images/8d9388b2-4037-42a1-80d4-9d707d193b52.svg,Simon Mathew,https://eurovision.tv/participant/simon-mathew,All Night Long,https://www.youtube.com/watch?v=bA_qUXpQFfg,1
Estonia,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/estonia,https://static.eurovision.tv/hb-cgi/images/8d9388b0-cfa5-47fe-8d1c-ec1a9d773af2.svg,Kreisiraadio,https://eurovision.tv/participant/kreisiraadio,Leto Svet,https://www.youtube.com/watch?v=LRh9PzNYD-8,1
Finland,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/finland,https://static.eurovision.tv/hb-cgi/images/8d938883-a75b-4720-8911-8e3796f2a7d1.svg,Teräsbetoni,https://eurovision.tv/participant/teraesbetoni,Missä Miehet Ratsastaa,https://www.youtube.com/watch?v=a-nbF9dxbJ0,1
France,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/france,https://static.eurovision.tv/hb-cgi/images/8d938882-e456-4901-a2d2-de3b6ccc7cdb.svg,Sébastien Tellier,https://eurovision.tv/participant/sebastien-tellier,Divine,https://www.youtube.com/watch?v=CZQjBCvFd9E,1
Georgia,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/georgia,https://static.eurovision.tv/hb-cgi/images/8d938882-5102-4e3c-8e83-527766ab211c.svg,Diana Gurtskaya,https://eurovision.tv/participant/diana-gurtskaya,Peace Will Come,https://www.youtube.com/watch?v=paPjkp6s2u8,1
Germany,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/germany,https://static.eurovision.tv/hb-cgi/images/8d9388b6-92cc-4f05-a687-e4ebe31966cb.svg,No Angels,https://eurovision.tv/participant/no-angels,Disappear,https://www.youtube.com/watch?v=bCk419FVaj8,1
Greece,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/greece,https://static.eurovision.tv/hb-cgi/images/8d93887d-4341-4b77-9c5c-7ad22f3262b3.svg,Kalomira,https://eurovision.tv/participant/kalomira,Secret Combination,https://www.youtube.com/watch?v=4HIk_7ZTBkM,1
Hungary,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/hungary,https://static.eurovision.tv/hb-cgi/images/8d93887b-f81b-4766-92d1-0324884a9d2a.svg,Csézy,https://eurovision.tv/participant/csezy,Candlelight,https://www.youtube.com/watch?v=ahgt2AhRtVA,1
Iceland,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/iceland,https://static.eurovision.tv/hb-cgi/images/8d9a46c4-def5-4b18-b4af-375320fbac0e.svg,Euroband,https://eurovision.tv/participant/euroband,This Is My Life,https://www.youtube.com/watch?v=zinGFmaYdZ8,1
Ireland,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/ireland,https://static.eurovision.tv/hb-cgi/images/8d93887b-7df6-40dc-bfa5-aa99d70ac957.svg,Dustin the Turkey,https://eurovision.tv/participant/dustin-the-turkey,Irelande Douze Pointe,https://www.youtube.com/watch?v=-n--JnAwirk,1
Israel,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/israel,https://static.eurovision.tv/hb-cgi/images/8d93886a-4c64-40a7-8e95-ad0732715a38.svg,Boaz,https://eurovision.tv/participant/boaz,The Fire In Your Eyes,https://www.youtube.com/watch?v=rkTOM4ySrmM,1
Latvia,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/latvia,https://static.eurovision.tv/hb-cgi/images/8d938866-37b5-494b-bf22-b216ab1d8fce.svg,Pirates Of The Sea,https://eurovision.tv/participant/pirates-of-the-sea,Wolves Of The Sea,https://www.youtube.com/watch?v=gQy0PJEkQhA,1
Lithuania,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/lithuania,https://static.eurovision.tv/hb-cgi/images/8d938867-7e59-4252-979c-a9f152caa024.svg,Jeronimas Milius,https://eurovision.tv/participant/jeronimas-milius,Nomads In The Night,https://www.youtube.com/watch?v=-nNKEvgqBGQ,1
Malta,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/malta,https://static.eurovision.tv/hb-cgi/images/8d9387f2-8d60-494e-bd92-0d201e17c376.svg,Morena,https://eurovision.tv/participant/morena,Vodka,https://www.youtube.com/watch?v=wbO8Kaa39h0,1
Moldova,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/moldova,https://static.eurovision.tv/hb-cgi/images/8d938863-f530-484c-9b17-ff4a299bac5d.svg,Geta Burlacu,https://eurovision.tv/participant/geta-burlacu,A Century Of Love,https://www.youtube.com/watch?v=aO2PWvapHbc,1
Montenegro,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/montenegro,https://static.eurovision.tv/hb-cgi/images/8d9387ef-688e-4131-b6f9-cfc01885b6cb.svg,Stefan Filipović,https://eurovision.tv/participant/stefan-filipovic,Zauvijek Volim Te,https://www.youtube.com/watch?v=vA-XUS32lyI,1
North Macedonia,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/fyr-macedonia,https://static.eurovision.tv/hb-cgi/images/8d938863-a50c-4ded-8acf-3205851eae1f.svg,"Tamara, Vrčak & Adrijan",https://eurovision.tv/participant/tamara-vrcak-adrijan,Let Me Love You,https://www.youtube.com/watch?v=htisQHnww2s,1
Norway,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/norway,https://static.eurovision.tv/hb-cgi/images/8d9387de-68de-403d-b3d0-1bdcf1c361e6.svg,Maria,https://eurovision.tv/participant/maria,Hold On Be Strong,https://www.youtube.com/watch?v=arSnpxfOD2k,1
Poland,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/poland,https://static.eurovision.tv/hb-cgi/images/8d9387d4-cc6f-437f-a646-cb3bde395dc2.svg,Isis Gee,https://eurovision.tv/participant/isis-gee,For Life,https://www.youtube.com/watch?v=4Q8f5AueE7g,1
Portugal,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/portugal,https://static.eurovision.tv/hb-cgi/images/8d9387d4-255c-4052-b159-b62ef4ea2394.svg,Vânia Fernandes,https://eurovision.tv/participant/vania-fernandes,Senhora Do Mar (Negras Águas),https://www.youtube.com/watch?v=rJwoMPyXPo0,1
Romania,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/romania,https://static.eurovision.tv/hb-cgi/images/8d9a45ac-baef-4080-a24a-1afa3361e0ec.svg,Nico & Vlad,https://eurovision.tv/participant/nico-vlad,Pe-o Margine De Lume,https://www.youtube.com/watch?v=o_mvrGKbbqU,1
Russia,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/russia,https://static.eurovision.tv/hb-cgi/images/8d9387d3-056c-418a-a660-c192add9a5b9.svg,Dima Bilan,https://eurovision.tv/participant/dima-bilan-1,Believe,https://www.youtube.com/watch?v=-72s4WzUcKI,1
San Marino,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/san-marino,https://static.eurovision.tv/hb-cgi/images/8d9387d1-bb97-4d83-b573-ba00a2eae728.svg,Miodio,https://eurovision.tv/participant/miodio,Complice,https://www.youtube.com/watch?v=zJO1iA_R95U,1
Serbia,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/serbia,https://static.eurovision.tv/hb-cgi/images/8d9387d0-c64f-4ab5-bd48-6fb25e5b343d.svg,Jelena Tomašević feat. Bora Dugic,https://eurovision.tv/participant/jelena-tomasevic-feat-bora-dugic,Oro,https://www.youtube.com/watch?v=d3NMkyDSEb0,1
Slovenia,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/slovenia,https://static.eurovision.tv/hb-cgi/images/8d938784-099c-474a-99fb-51ec49400899.svg,Rebeka Dremelj,https://eurovision.tv/participant/rebeka-dremelj,Vrag Naj Vzame,https://www.youtube.com/watch?v=jF_7r3rn-5I,1
Spain,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/spain,https://static.eurovision.tv/hb-cgi/images/8d9388b1-0d59-43b4-9777-ec7b545077f3.svg,Rodolfo Chikilicuatre,https://eurovision.tv/participant/rodolfo-chikilicuatre,Baila El Chiki Chiki,https://www.youtube.com/watch?v=wfeCIvOxXBo,1
Sweden,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/sweden,https://static.eurovision.tv/hb-cgi/images/8d938783-ccc9-42c9-9f74-89c607bb7dfe.svg,Charlotte Perrelli,https://eurovision.tv/participant/charlotte-perrelli,Hero,https://www.youtube.com/watch?v=x_iSoluR53U,1
Switzerland,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/switzerland,https://static.eurovision.tv/hb-cgi/images/8d9388bd-8cdd-47ae-9c14-eba17dcc8d6f.svg,Paolo Meneguzzi,https://eurovision.tv/participant/paolo-meneguzzi,Era Stupendo,https://www.youtube.com/watch?v=CT6Leol9pfQ,1
The Netherlands,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/the-netherlands,https://static.eurovision.tv/hb-cgi/images/8d9387e9-8829-478f-b985-db9da30f4277.svg,Hind,https://eurovision.tv/participant/hind,Your Heart Belongs To Me,https://www.youtube.com/watch?v=q9uY3VvLVJM,1
Turkey,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/turkey,https://static.eurovision.tv/hb-cgi/images/8d938782-89b1-436d-b9ae-675e8705d167.svg,Mor ve Ötesi,https://eurovision.tv/participant/mor-ve-oetesi,Deli,https://www.youtube.com/watch?v=A__hliu_9UE,1
Ukraine,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/ukraine,https://static.eurovision.tv/hb-cgi/images/8d9386fe-147d-4043-989b-6d8eed8c322e.svg,Ani Lorak,https://eurovision.tv/participant/ani-lorak,Shady Lady,https://www.youtube.com/watch?v=L6M300uBc7U,1
United Kingdom,Belgrade 2008,https://eurovision.tv/event/belgrade-2008,https://static.eurovision.tv/hb-cgi/images/8d917f49-5875-4b32-8338-f18f403b8af0.png,https://eurovision.tv/country/united-kingdom,https://static.eurovision.tv/hb-cgi/images/8d938882-af21-4fa6-b0d6-35a5fa6a0939.svg,Andy Abraham,https://eurovision.tv/participant/andy-abraham,Even If,https://www.youtube.com/watch?v=lV7kgSvKPXk,1
Albania,Helsinki 2007,https://eurovision.tv/event/helsinki-2007,https://static.eurovision.tv/hb-cgi/images/8d917f49-41ee-4e58-a3a4-09bfbb639873.png,https://eurovision.tv/country/albania,https://static.eurovision.tv/hb-cgi/images/8d938a00-42af-4b60-835f-415a224a66cd.svg,Aida & Frederik Ndoci,https://eurovision.tv/participant/aida-frederik-ndoci,Hear My Plea,https://www.youtube.com/watch?v=rP2OECgTA5k,1
Andorra,Helsinki 2007,https://eurovision.tv/event/helsinki-2007,https://static.eurovision.tv/hb-cgi/images/8d917f49-41ee-4e58-a3a4-09bfbb639873.png,https://eurovision.tv/country/andorra,https://static.eurovision.tv/hb-cgi/images/8d9389ed-81c5-443e-8983-5833449c844c.svg,Anonymous,https://eurovision.tv/participant/anonymous,Salvem El Món,https://www.youtube.com/watch?v=RcbefpUPuLA,1
Armenia,Helsinki 2007,https://eurovision.tv/event/helsinki-2007,https://static.eurovision.tv/hb-cgi/images/8d917f49-41ee-4e58-a3a4-09bfbb639873.png,https://eurovision.tv/country/armenia,https://static.eurovision.tv/hb-cgi/images/8d93896f-fd4c-4afe-bd6e-9caaab1fde55.svg,Hayko,https://eurovision.tv/participant/hayko,Anytime You Need,https://www.youtube.com/watch?v=BgkFJD6F7wA,1
Austria,Helsinki 2007,https://eurovision.tv/event/helsinki-2007,https://static.eurovision.tv/hb-cgi/images/8d917f49-41ee-4e58-a3a4-09bfbb639873.png,https://eurovision.tv/country/austria,https://static.eurovision.tv/hb-cgi/images/8d93895c-40a0-4991-b0c2-ece12225bf32.svg,Eric Papilaya,https://eurovision.tv/participant/eric-papilaya,Get A Life - Get Alive,https://www.youtube.com/watch?v=gydbp99tMlg,1
Belarus,Helsinki 2007,https://eurovision.tv/event/helsinki-2007,https://static.eurovision.tv/hb-cgi/images/8d917f49-41ee-4e58-a3a4-09bfbb639873.png,https://eurovision.tv/country/belarus,https://static.eurovision.tv/hb-cgi/images/8d9388bf-2507-4a4e-be3c-b3c5d0e6180f.svg,Dmitry Koldun,https://eurovision.tv/participant/dmitry-koldun,Work Your Magic,https://www.youtube.com/watch?v=PxON-jTcBPA,1
Belgium,Helsinki 2007,https://eurovision.tv/event/helsinki-2007,https://static.eurovision.tv/hb-cgi/images/8d917f49-41ee-4e58-a3a4-09bfbb639873.png,https://eurovision.tv/country/belgium,https://static.eurovision.tv/hb-cgi/images/8d93893e-237b-427a-b982-a0c7d1c41fde.svg,The KMG's,https://eurovision.tv/participant/the-kmg-s,Love Power,https://www.youtube.com/watch?v=qUK7lx0TSAI,1
Bosnia & Herzegovina,Helsinki 2007,https://eurovision.tv/event/helsinki-2007,https://static.eurovision.tv/hb-cgi/images/8d917f49-41ee-4e58-a3a4-09bfbb639873.png,https://eurovision.tv/country/bosnia-herzegovina,https://static.eurovision.tv/hb-cgi/images/915c46b4-e671-4ecf-ac95-0b989830e10f.svg,Marija Sestic,https://eurovision.tv/participant/marija-sestic,Rijeka Bez Imena,https://www.youtube.com/watch?v=b2h52r1oOYA,1
Bulgaria,Helsinki 2007,https://eurovision.tv/event/helsinki-2007,https://static.eurovision.tv/hb-cgi/images/8d917f49-41ee-4e58-a3a4-09bfbb639873.png,https://eurovision.tv/country/bulgaria,https://static.eurovision.tv/hb-cgi/images/8d9388c1-04f7-4d41-818d-6d3bacf4253a.svg,Elitsa Todorova & Stoyan Yankulov,https://eurovision.tv/participant/elitsa-todorova-stoyan-yankulov,Water,https://www.youtube.com/watch?v=CVO3mEj8Udo,1
Croatia,Helsinki 2007,https://eurovision.tv/event/helsinki-2007,https://static.eurovision.tv/hb-cgi/images/8d917f49-41ee-4e58-a3a4-09bfbb639873.png,https://eurovision.tv/country/croatia,https://static.eurovision.tv/hb-cgi/images/8d93887c-4206-405c-bcf9-2f15ab74d1ac.svg,Dragonfly feat. Dado Topic,https://eurovision.tv/participant/dragonfly-feat-dado-topic,Vjerujem U Ljubav,https://www.youtube.com/watch?v=orMSTz7povE,1
Cyprus,Helsinki 2007,https://eurovision.tv/event/helsinki-2007,https://static.eurovision.tv/hb-cgi/images/8d917f49-41ee-4e58-a3a4-09bfbb639873.png,https://eurovision.tv/country/cyprus,https://static.eurovision.tv/hb-cgi/images/8d9388bc-39b2-4c25-ac07-51f9e63967c0.svg,Evridiki,https://eurovision.tv/participant/evridiki-2,"Comme Ci, Comme ça",https://www.youtube.com/watch?v=bLpM5gMpUkI,1
